シリーズ,商品コード,年月,実績,ハイブリッド,現行計画
シャード,BBBBB000932,202407,11,1.0628,1.526041667
シャード,BBBBB000933,202407,1,1.7005,3.815104167
シャード,BBBBB000934,202407,1,1.0628,3.815104167
シャード,BBBBB000935,202407,6,3.1884,2.2890625
シャード,BBBBB000936,202407,3,4.6763,0.763020833
シャード,BBBBB000937,202407,0,2.1256,3.815104167
シャード,BBBBB000938,202407,2,0,0.763020833
シャード,BBBBB000939,202407,1,0.8502,1.526041667
シャード,BBBBB000940,202407,4,1.4879,0.763020833
シャード,BBBBB000941,202407,5,0.8502,1.526041667
シャード,BBBBB000942,202407,2,2.1256,2.2890625
シャード,BBBBB000943,202407,2,0.8502,0
シャード,BBBBB000944,202407,4,2.5507,6.104166667
シャード,BBBBB000945,202407,5,1.4879,2.2890625
シャード,BBBBB000946,202407,2,2.5507,1.526041667
シャード,BBBBB000947,202407,2,4.0387,6.104166667
シャード,BBBBB000948,202407,2,1.7005,3.052083333
シャード,BBBBB000949,202407,2,0.8502,4.578125
シャード,BBBBB000950,202407,3,1.7005,2.2890625
シャード,BBBBB000951,202407,6,3.1884,7.630208333
シャード,BBBBB000952,202407,1,1.7005,2.2890625
シャード,BBBBB000953,202407,2,1.4879,0.763020833
シャード,BBBBB000954,202407,8,1.7005,3.052083333
シャード,BBBBB000955,202407,5,4.4638,3.815104167
シャード,BBBBB000956,202407,3,1.0628,3.815104167
シャード,BBBBB000957,202407,2,3.401,3.815104167
シャード,BBBBB000958,202407,2,4.4638,5.341145833
シャード,BBBBB000959,202407,1,2.9759,1.526041667
シャード,BBBBB000960,202407,1,4.2512,8.393229167
シャード,BBBBB000961,202407,6,3.8261,4.578125
シャード,BBBBB000962,202407,2,4.8889,3.815104167
シャード,BBBBB000963,202407,2,2.1256,0
シャード,BBBBB000964,202407,5,2.5507,6.104166667
シャード,BBBBB000965,202407,3,7.0145,3.052083333
シャード,BBBBB000966,202407,1,3.6135,10.68229167
シャード,BBBBB000967,202407,1,2.3382,3.815104167
シャード,BBBBB000968,202407,2,0,1.526041667
シャード,BBBBB000969,202407,4,0,0
シャード,BBBBB000970,202407,3,0.6377,2.2890625
シャード,BBBBB000971,202407,5,0.8502,3.052083333
シャード,BBBBB000972,202407,4,1.0628,1.526041667
シャード,BBBBB000973,202407,0,0.2126,0
シャード,BBBBB000974,202407,5,1.913,2.2890625
シャード,BBBBB000975,202407,1,1.0628,2.2890625
シャード,BBBBB000976,202407,9,2.1256,0.763020833
シャード,BBBBB000977,202407,1,1.7005,5.341145833
シャード,BBBBB000978,202407,4,2.7633,4.578125
シャード,BBBBB000979,202407,1,2.9759,6.8671875
シャード,BBBBB000980,202407,5,3.401,1.526041667
シャード,BBBBB000981,202407,0,2.5507,0.763020833
シャード,BBBBB000982,202407,4,0,0
シャード,BBBBB000983,202407,2,1.4879,0
シャード,BBBBB000984,202407,1,1.0628,5.341145833
シャード,BBBBB000985,202407,2,1.2754,1.526041667
シャード,BBBBB000986,202407,2,1.2754,1.526041667
シャード,BBBBB000987,202407,4,1.2754,6.104166667
シャード,BBBBB000988,202407,6,2.7633,0
シャード,BBBBB000989,202407,3,0.6377,2.2890625
シャード,BBBBB000990,202407,4,2.9759,3.052083333
シャード,BBBBB000991,202407,4,4.4638,7.630208333
シャード,BBBBB000992,202407,5,1.2754,0.763020833
シャード,BBBBB000993,202407,4,1.7005,0
シャード,BBBBB000994,202407,2,3.1884,4.578125
シャード,BBBBB000995,202407,4,0.4251,3.052083333
シャード,BBBBB000996,202407,3,1.4879,2.2890625
シャード,BBBBB000997,202407,1,3.1884,6.8671875
シャード,BBBBB000998,202407,1,2.3382,3.815104167
シャード,BBBBB000999,202407,2,2.5507,2.2890625
シャード,BBBBB001000,202407,0,3.6135,5.341145833
シャード,BBBBB001001,202407,1,4.0387,5.341145833
シャード,BBBBB001002,202407,0,7.4396,6.8671875
シャード,BBBBB001003,202407,3,0.4251,1.526041667
シャード,BBBBB001004,202407,3,0.8502,2.2890625
シャード,BBBBB001005,202407,4,0.4251,0
シャード,BBBBB001006,202407,1,0.4251,2.2890625
シャード,BBBBB001007,202407,1,1.4879,0.763020833
シャード,BBBBB001008,202407,2,1.0628,1.526041667
シャード,BBBBB001009,202407,3,4.4638,1.526041667
シャード,BBBBB001010,202407,0,2.3382,1.526041667
シャード,BBBBB001011,202407,4,1.4879,0.763020833
シャード,BBBBB001012,202407,3,3.6135,2.2890625
シャード,BBBBB001013,202407,0,2.3382,1.526041667
シャード,BBBBB001014,202407,2,3.6135,3.052083333
シャード,BBBBB001015,202407,4,3.6135,6.8671875
シャード,BBBBB001016,202407,3,2.7633,9.919270833
シャード,BBBBB001017,202407,4,7.4396,7.630208333
シャード,BBBBB001018,202407,2,2.9759,0.763020833
シャード,BBBBB001019,202407,3,0.2126,0.763020833
シャード,BBBBB001020,202407,2,0.2126,0
シャード,BBBBB001021,202407,3,0.8502,0
シャード,BBBBB001022,202407,3,0.4251,0.763020833
シャード,BBBBB001023,202407,2,2.7633,2.2890625
シャード,BBBBB001024,202407,0,2.5507,2.2890625
シャード,BBBBB001025,202407,1,1.913,3.052083333
シャード,BBBBB001026,202407,0,1.7005,0
シャード,BBBBB001027,202407,3,1.0628,1.526041667
シャード,BBBBB001028,202407,1,2.1256,0.763020833
シャード,BBBBB001029,202407,2,1.2754,0.763020833
シャード,BBBBB001030,202407,2,1.4879,2.2890625
シャード,BBBBB001031,202407,1,2.7633,3.815104167
シャード,BBBBB001032,202407,3,2.3382,1.526041667
シャード,BBBBB001033,202407,2,0.8502,0
シャード,BBBBB001034,202407,2,2.5507,3.052083333
シャード,BBBBB001035,202407,1,1.7005,0
シャード,BBBBB001036,202407,0,4.6763,5.341145833
シャード,BBBBB001037,202407,0,2.7633,1.526041667
シャード,BBBBB001038,202407,4,4.6763,0.763020833
シャード,BBBBB001039,202407,3,0.8502,0.763020833
シャード,BBBBB001040,202407,0,0.4251,0
シャード,BBBBB001041,202407,4,0.6377,1.526041667
シャード,BBBBB001042,202407,3,0.6377,2.2890625
シャード,BBBBB001043,202407,0,0.4251,0
シャード,BBBBB001044,202407,0,0.6377,2.2890625
シャード,BBBBB001045,202407,3,0.4251,0.763020833
シャード,BBBBB001046,202407,0,1.2754,4.578125
シャード,BBBBB001047,202407,2,0.8502,0
シャード,BBBBB001048,202407,0,0.6377,1.526041667
シャード,BBBBB001049,202407,0,2.1256,3.052083333
シャード,BBBBB001050,202407,1,3.401,0.763020833
シャード,BBBBB001051,202407,1,5.1015,0
シャード,BBBBB001052,202407,2,0.4251,0
シャード,BBBBB001053,202407,5,2.9759,2.2890625
シャード,BBBBB001054,202407,4,1.4879,6.8671875
シャード,BBBBB001055,202407,5,1.2754,0
シャード,BBBBB001056,202407,0,0.8502,0
シャード,BBBBB001057,202407,2,1.913,2.2890625
シャード,BBBBB001058,202407,2,2.9759,2.2890625
シャード,BBBBB001059,202407,4,3.401,0
シャード,BBBBB001060,202407,2,2.7633,1.526041667
シャード,BBBBB001061,202407,1,2.9759,3.815104167
シャード,BBBBB001062,202407,0,2.1256,4.578125
シャード,BBBBB001063,202407,1,1.4879,0
シャード,BBBBB001064,202407,0,1.2754,0.763020833
シャード,BBBBB001065,202407,1,1.4879,0
シャード,BBBBB001066,202407,1,3.8261,0.763020833
シャード,BBBBB001067,202407,2,9.9904,0.763020833
シャード,BBBBB001068,202407,1,2.5507,2.2890625
シャード,BBBBB001069,202407,2,0,0
シャード,BBBBB001070,202407,3,0,0
シャード,BBBBB001071,202407,2,0,0
シャード,BBBBB001072,202407,3,0.2126,2.2890625
シャード,BBBBB001073,202407,2,0.6377,0
シャード,BBBBB001074,202407,2,0.4251,4.578125
シャード,BBBBB001075,202407,0,0.2126,0.763020833
シャード,BBBBB001076,202407,2,0.2126,0.763020833
シャード,BBBBB001077,202407,1,0.2126,0
シャード,BBBBB001078,202407,2,1.2754,3.052083333
シャード,BBBBB001079,202407,3,1.2754,1.526041667
シャード,BBBBB001080,202407,2,2.5507,0.763020833
シャード,BBBBB001081,202407,0,0.2126,0.763020833
シャード,BBBBB001082,202407,0,1.913,7.630208333
シャード,BBBBB001083,202407,3,1.913,0.763020833
シャード,BBBBB001084,202407,2,1.7005,0.763020833
シャード,BBBBB001085,202407,2,1.0628,0
シャード,BBBBB001086,202407,0,1.7005,0
シャード,BBBBB001087,202407,1,2.1256,3.052083333
シャード,BBBBB001088,202407,2,1.7005,0.763020833
シャード,BBBBB001089,202407,2,1.2754,1.526041667
シャード,BBBBB001090,202407,4,1.7005,1.526041667
シャード,BBBBB001091,202407,2,2.5507,1.526041667
シャード,BBBBB001092,202407,1,1.7005,0.763020833
シャード,BBBBB001093,202407,2,1.913,1.526041667
シャード,BBBBB001094,202407,2,1.2754,1.526041667
シャード,BBBBB001095,202407,1,1.4879,0.763020833
シャード,BBBBB001096,202407,4,3.1884,0.763020833
シャード,BBBBB001097,202407,2,1.7005,0.763020833
シャード,BBBBB001098,202407,2,2.7633,3.052083333
シャード,BBBBB001099,202407,2,3.401,1.526041667
シャード,BBBBB001100,202407,0,2.7633,1.526041667
シャード,BBBBB001101,202407,2,3.401,5.341145833
シャード,BBBBB001102,202407,3,2.9759,1.526041667
シャード,BBBBB001103,202407,1,1.913,3.815104167
シャード,BBBBB001104,202407,3,3.1884,2.2890625
シャード,BBBBB001105,202407,5,0,0
シャード,BBBBB001106,202407,1,0,0
シャード,BBBBB001107,202407,1,0.4251,0.763020833
シャード,BBBBB001108,202407,4,1.2754,0.763020833
シャード,BBBBB001109,202407,1,0.2126,0
シャード,BBBBB001110,202407,0,1.0628,1.526041667
シャード,BBBBB001111,202407,2,0.8502,3.815104167
シャード,BBBBB001112,202407,0,1.2754,0
シャード,BBBBB001113,202407,5,0.6377,0
シャード,BBBBB001114,202407,5,0.6377,0
シャード,BBBBB001115,202407,4,0.2126,0
シャード,BBBBB001116,202407,0,0.6377,0.763020833
シャード,BBBBB001117,202407,1,0.4251,3.052083333
シャード,BBBBB001118,202407,1,1.913,3.052083333
シャード,BBBBB001119,202407,1,1.2754,0
シャード,BBBBB001120,202407,1,0.8502,0
シャード,BBBBB001121,202407,1,2.3382,1.526041667
シャード,BBBBB001122,202407,2,0.6377,3.052083333
シャード,BBBBB001123,202407,0,2.9759,1.526041667
シャード,BBBBB001124,202407,2,0.8502,0.763020833
シャード,BBBBB001125,202407,3,1.2754,1.526041667
シャード,BBBBB001126,202407,1,0.6377,3.815104167
シャード,BBBBB001127,202407,3,2.3382,3.052083333
シャード,BBBBB001128,202407,0,0.6377,1.526041667
シャード,BBBBB001129,202407,1,1.7005,0.763020833
シャード,BBBBB001130,202407,0,1.4879,0.763020833
シャード,BBBBB001131,202407,0,5.1015,2.2890625
シャード,BBBBB001132,202407,3,2.7633,3.052083333
シャード,BBBBB001133,202407,0,1.0628,1.526041667
シャード,BBBBB001134,202407,1,3.401,4.578125
シャード,BBBBB001135,202407,2,2.7633,5.341145833
シャード,BBBBB001136,202407,4,0,0
シャード,BBBBB001137,202407,0,0,2.2890625
シャード,BBBBB001138,202407,0,0.2126,2.2890625
シャード,BBBBB001139,202407,2,0,0.763020833
シャード,BBBBB001140,202407,1,0,0
シャード,BBBBB001141,202407,4,0,1.526041667
シャード,BBBBB001142,202407,1,0.4251,1.526041667
シャード,BBBBB001143,202407,0,0.2126,0
シャード,BBBBB001144,202407,3,1.4879,0
シャード,BBBBB001145,202407,1,0,0
シャード,BBBBB001146,202407,0,0.6377,0
シャード,BBBBB001147,202407,0,0.4251,0.763020833
シャード,BBBBB001148,202407,2,0.6377,0.763020833
シャード,BBBBB001149,202407,0,0.4251,0
シャード,BBBBB001150,202407,0,1.4879,0
シャード,BBBBB001151,202407,0,0.6377,1.526041667
シャード,BBBBB001152,202407,0,0.4251,0
シャード,BBBBB001153,202407,0,0.2126,0
シャード,BBBBB001154,202407,1,0.6377,3.052083333
シャード,BBBBB001155,202407,2,0.4251,1.526041667
シャード,BBBBB001156,202407,2,0.4251,0
シャード,BBBBB001157,202407,1,1.0628,1.526041667
シャード,BBBBB001158,202407,1,0.8502,0
シャード,BBBBB001159,202407,2,1.2754,0
シャード,BBBBB001160,202407,0,1.0628,0.763020833
シャード,BBBBB001161,202407,0,1.2754,0.763020833
シャード,BBBBB001162,202407,1,0.6377,5.341145833
シャード,BBBBB001163,202407,0,1.2754,3.052083333
シャード,BBBBB001164,202407,2,1.4879,0
シャード,BBBBB001165,202407,0,0.8502,2.2890625
シャード,BBBBB001166,202407,2,2.7633,1.526041667
シャード,BBBBB001167,202407,0,0.6377,1.526041667
シャード,BBBBB001168,202407,1,0.8502,0
シャード,BBBBB001169,202407,0,2.9759,0.763020833
シャード,BBBBB001170,202407,2,1.7005,0
シャード,BBBBB001171,202407,1,1.4879,3.815104167
シャード,BBBBB001172,202407,1,1.7005,3.815104167
シャード,BBBBB001173,202407,0,0.6377,0
シャード,BBBBB001174,202407,1,0.8502,0
シャード,BBBBB001175,202407,2,1.2754,0.763020833
シャード,BBBBB001176,202407,0,0.2126,0.763020833
シャード,BBBBB001177,202407,2,1.913,0
シャード,BBBBB001178,202407,2,1.0628,0.763020833
シャード,BBBBB001179,202407,0,1.4879,0.763020833
シャード,BBBBB001180,202407,0,1.4879,0
シャード,BBBBB001181,202407,2,1.2754,0.763020833
シャード,BBBBB001182,202407,2,1.4879,2.2890625
シャード,BBBBB001183,202407,1,1.7005,1.526041667
シャード,BBBBB001184,202407,1,4.0387,2.2890625
シャード,BBBBB001185,202407,1,3.1884,0
シャード,BBBBB001186,202407,0,0.4251,0
シャード,BBBBB001187,202407,2,0.6377,0
シャード,BBBBB001188,202407,0,0,0
シャード,BBBBB001189,202407,0,0.4251,3.052083333
シャード,BBBBB001190,202407,2,0.8502,0
シャード,BBBBB001191,202407,0,0.6377,2.2890625
シャード,BBBBB001192,202407,0,0.6377,6.104166667
シャード,BBBBB001193,202407,0,0,4.578125
シャード,BBBBB001194,202407,4,0.2126,0
シャード,BBBBB001195,202407,0,0.2126,2.2890625
シャード,BBBBB001196,202407,2,0.4251,2.2890625
シャード,BBBBB001197,202407,2,0.4251,0
シャード,BBBBB001198,202407,0,0.4251,0
シャード,BBBBB001199,202407,1,0.2126,2.2890625
シャード,BBBBB001200,202407,0,0.2126,0
シャード,BBBBB001201,202407,2,0.2126,0
シャード,BBBBB001202,202407,0,0.2126,0
シャード,BBBBB001203,202407,2,0.4251,0
シャード,BBBBB001204,202407,1,0.2126,2.2890625
シャード,BBBBB001205,202407,0,0.4251,1.526041667
シャード,BBBBB001206,202407,1,0.4251,0.763020833
シャード,BBBBB001207,202407,0,0.6377,0
シャード,BBBBB001208,202407,1,0.8502,0
シャード,BBBBB001209,202407,1,0.2126,0
シャード,BBBBB001210,202407,0,1.2754,1.526041667
シャード,BBBBB001211,202407,1,1.7005,2.2890625
シャード,BBBBB001212,202407,1,0.8502,0.763020833
シャード,BBBBB001213,202407,0,0.2126,0.763020833
シャード,BBBBB001214,202407,0,1.7005,0.763020833
シャード,BBBBB001215,202407,0,2.7633,0
シャード,BBBBB001216,202407,0,0.4251,1.526041667
シャード,BBBBB001217,202407,2,0.8502,1.526041667
シャード,BBBBB001218,202407,3,1.4879,0
シャード,BBBBB001219,202407,0,0.6377,0.763020833
シャード,BBBBB001220,202407,1,0.4251,2.2890625
シャード,BBBBB001221,202407,1,0.8502,0.763020833
シャード,BBBBB001222,202407,0,1.4879,0
シャード,BBBBB001223,202407,1,2.1256,1.526041667
シャード,BBBBB001224,202407,2,1.4879,1.526041667
シャード,BBBBB001225,202407,1,2.3382,1.526041667
シャード,BBBBB001226,202407,1,1.7005,7.630208333
シャード,BBBBB001227,202407,0,1.4879,0.763020833
シャード,BBBBB001228,202407,0,1.7005,1.526041667
シャード,BBBBB001229,202407,2,2.5507,2.2890625
シャード,BBBBB001230,202407,0,0.2126,3.815104167
シャード,BBBBB001231,202407,0,3.401,0
シャード,BBBBB001232,202407,1,1.4879,0.763020833
シャード,BBBBB001233,202407,0,1.913,2.2890625
シャード,BBBBB001234,202407,0,1.2754,0
シャード,BBBBB001235,202407,2,1.913,0
シャード,BBBBB001236,202407,0,2.5507,1.526041667
シャード,BBBBB001237,202407,1,4.4638,0
シャード,BBBBB001238,202407,0,0.8502,3.052083333
シャード,BBBBB001239,202407,2,3.8261,1.526041667
シャード,BBBBB001240,202407,0,0,0
シャード,BBBBB001241,202407,0,0,0
シャード,BBBBB001242,202407,2,0.2126,0
シャード,BBBBB001243,202407,1,0.6377,0.763020833
シャード,BBBBB001244,202407,0,0,3.052083333
シャード,BBBBB001245,202407,0,0,0.763020833
シャード,BBBBB001246,202407,3,0,0.763020833
シャード,BBBBB001247,202407,0,0,0
シャード,BBBBB001248,202407,0,0.4251,0.763020833
シャード,BBBBB001249,202407,0,0,0
シャード,BBBBB001250,202407,0,0.4251,0
シャード,BBBBB001251,202407,0,0.4251,0
シャード,BBBBB001252,202407,0,0,2.2890625
シャード,BBBBB001253,202407,1,0.4251,3.052083333
シャード,BBBBB001254,202407,1,0.4251,0
シャード,BBBBB001255,202407,0,0.8502,0
シャード,BBBBB001256,202407,1,0,0.763020833
シャード,BBBBB001257,202407,0,0.6377,0.763020833
シャード,BBBBB001258,202407,2,0.2126,1.526041667
シャード,BBBBB001259,202407,1,0,0.763020833
シャード,BBBBB001260,202407,0,0.2126,0.763020833
シャード,BBBBB001261,202407,3,0.4251,0
シャード,BBBBB001262,202407,1,0.2126,0
シャード,BBBBB001263,202407,0,1.0628,4.578125
シャード,BBBBB001264,202407,1,0.6377,0
シャード,BBBBB001265,202407,0,0.4251,0
シャード,BBBBB001266,202407,0,0.2126,0.763020833
シャード,BBBBB001267,202407,0,0.6377,1.526041667
シャード,BBBBB001268,202407,1,0.2126,0
シャード,BBBBB001269,202407,0,0,0
シャード,BBBBB001270,202407,0,2.3382,1.526041667
シャード,BBBBB001271,202407,0,0.4251,1.526041667
シャード,BBBBB001272,202407,0,0.4251,0
シャード,BBBBB001273,202407,0,0.6377,0
シャード,BBBBB001274,202407,0,1.2754,0
シャード,BBBBB001275,202407,0,1.7005,1.526041667
シャード,BBBBB001276,202407,0,0.8502,0.763020833
シャード,BBBBB001277,202407,1,0.4251,0
シャード,BBBBB001278,202407,1,1.0628,0
シャード,BBBBB001279,202407,0,0.4251,3.052083333
シャード,BBBBB001280,202407,0,0.6377,0
シャード,BBBBB001281,202407,1,1.4879,1.526041667
シャード,BBBBB001282,202407,0,0.6377,5.341145833
シャード,BBBBB001283,202407,1,1.2754,0
シャード,BBBBB001284,202407,0,0.4251,0
シャード,BBBBB001285,202407,0,2.5507,0
シャード,BBBBB001286,202407,0,0.6377,0
シャード,BBBBB001287,202407,0,1.2754,0
シャード,BBBBB001288,202407,1,0.8502,0
シャード,BBBBB001289,202407,2,1.2754,0
シャード,BBBBB001290,202407,0,1.2754,0.763020833
シャード,BBBBB001291,202407,1,4.8889,0.763020833
シャード,BBBBB001292,202407,0,0,0
シャード,BBBBB001293,202407,0,0,0
シャード,BBBBB001294,202407,1,0,1.526041667
シャード,BBBBB001295,202407,0,0,0
シャード,BBBBB001296,202407,0,0,0
シャード,BBBBB001297,202407,2,0,0
シャード,BBBBB001298,202407,1,0,0
シャード,BBBBB001299,202407,1,0,0.763020833
シャード,BBBBB001300,202407,2,0,0.763020833
シャード,BBBBB001301,202407,0,0,2.2890625
シャード,BBBBB001302,202407,0,0,0
シャード,BBBBB001303,202407,0,0.2126,0
シャード,BBBBB001304,202407,1,0.4251,0
シャード,BBBBB001305,202407,0,0.4251,0
シャード,BBBBB001306,202407,0,1.4879,0
シャード,BBBBB001307,202407,0,0.2126,0
シャード,BBBBB001308,202407,0,0,0
シャード,BBBBB001309,202407,0,0.8502,0.763020833
シャード,BBBBB001310,202407,1,0.4251,0
シャード,BBBBB001311,202407,2,0,0
シャード,BBBBB001312,202407,1,0.6377,0
シャード,BBBBB001313,202407,0,0,0
シャード,BBBBB001314,202407,2,0.6377,0
シャード,BBBBB001315,202407,0,0.4251,0
シャード,BBBBB001316,202407,2,0.6377,0.763020833
シャード,BBBBB001317,202407,0,0.2126,0
シャード,BBBBB001318,202407,0,0.6377,0
シャード,BBBBB001319,202407,1,0.4251,0
シャード,BBBBB001320,202407,0,0.4251,0
シャード,BBBBB001321,202407,1,0.8502,0
シャード,BBBBB001322,202407,0,0.4251,0
シャード,BBBBB001323,202407,0,0,0
シャード,BBBBB001324,202407,0,0.4251,0
シャード,BBBBB001325,202407,0,0.4251,0
シャード,BBBBB001326,202407,0,0.4251,0.763020833
シャード,BBBBB001327,202407,1,1.4879,1.526041667
シャード,BBBBB001328,202407,1,0.4251,1.526041667
シャード,BBBBB001329,202407,0,0.6377,0
シャード,BBBBB001330,202407,2,0.8502,0.763020833
シャード,BBBBB001331,202407,0,0.2126,3.815104167
シャード,BBBBB001332,202407,1,0.4251,0
シャード,BBBBB001333,202407,0,0.4251,0
シャード,BBBBB001334,202407,0,0.8502,0
シャード,BBBBB001335,202407,0,1.0628,0
シャード,BBBBB001336,202407,1,0.2126,1.526041667
シャード,BBBBB001337,202407,2,0.2126,0
シャード,BBBBB001338,202407,0,0,0
シャード,BBBBB001339,202407,1,0.2126,0.763020833
シャード,BBBBB001340,202407,0,1.913,1.526041667
シャード,BBBBB001341,202407,0,1.0628,1.526041667
シャード,BBBBB001342,202407,1,0.6377,0
シャード,BBBBB001343,202407,0,0.6377,0
シャード,BBBBB001344,202407,0,0.8502,0
シャード,BBBBB001345,202407,0,0.8502,3.815104167
シャード,BBBBB001346,202407,0,0.2126,1.526041667
シャード,BBBBB001347,202407,0,1.2754,0.763020833
シャード,BBBBB001348,202407,0,2.3382,1.526041667
シャード,BBBBB001349,202407,0,1.2754,0
シャード,BBBBB001350,202407,0,2.5507,1.526041667
シャード,BBBBB001351,202407,0,0.2126,0
シャード,BBBBB001352,202407,1,0.4251,0
シャード,BBBBB001353,202407,0,1.0628,0
シャード,BBBBB001354,202407,0,0.2126,0
シャード,BBBBB001355,202407,0,0.4251,0
シャード,BBBBB001356,202407,1,0.4251,0.763020833
シャード,BBBBB001357,202407,1,1.2754,0
シャード,BBBBB001358,202407,0,1.0628,1.526041667
シャード,BBBBB001359,202407,1,0.4251,1.526041667
シャード,BBBBB001360,202407,0,1.0628,0.763020833
シャード,BBBBB001361,202407,0,0.6377,0
シャード,BBBBB001362,202407,0,0.6377,0.763020833
シャード,BBBBB001363,202407,0,0.8502,0
シャード,BBBBB001364,202407,0,1.913,3.815104167
シャード,BBBBB001365,202407,1,1.0628,0
シャード,BBBBB001366,202407,1,0.8502,0
シャード,BBBBB001367,202407,0,0.8502,2.2890625
シャード,BBBBB001368,202407,0,1.2754,2.2890625
シャード,BBBBB001369,202407,0,0.6377,1.526041667
シャード,BBBBB001370,202407,1,1.7005,0
シャード,BBBBB001371,202407,0,0.8502,0
シャード,BBBBB001372,202407,0,1.7005,0.763020833
シャード,BBBBB001373,202407,0,0.6377,0
シャード,BBBBB001374,202407,1,1.0628,0
シャード,BBBBB001375,202407,0,1.0628,0.763020833
シャード,BBBBB001376,202407,0,1.2754,3.052083333
シャード,BBBBB001377,202407,1,1.2754,0
シャード,BBBBB001378,202407,0,0.4251,0
シャード,BBBBB001379,202407,1,0.6377,0
シャード,BBBBB001380,202407,0,3.1884,3.052083333
シャード,BBBBB001381,202407,1,6.3768,4.578125
シャード,BBBBB001382,202407,0,0,0
シャード,BBBBB001383,202407,0,0,1.526041667
シャード,BBBBB001384,202407,0,0.2126,0.763020833
シャード,BBBBB001385,202407,1,0,0
シャード,BBBBB001386,202407,0,0,0
シャード,BBBBB001387,202407,0,0,0
シャード,BBBBB001388,202407,0,0,0.763020833
シャード,BBBBB001389,202407,0,0,1.526041667
シャード,BBBBB001390,202407,0,0,0
シャード,BBBBB001391,202407,1,0,0
シャード,BBBBB001392,202407,0,0,0
シャード,BBBBB001393,202407,1,0,0
シャード,BBBBB001394,202407,0,0,0
シャード,BBBBB001395,202407,0,0,1.526041667
シャード,BBBBB001396,202407,0,0,1.526041667
シャード,BBBBB001397,202407,1,0.2126,0
シャード,BBBBB001398,202407,0,0,3.815104167
シャード,BBBBB001399,202407,0,0,0
シャード,BBBBB001400,202407,0,0.2126,0
シャード,BBBBB001401,202407,0,0,0
シャード,BBBBB001402,202407,0,0.2126,1.526041667
シャード,BBBBB001403,202407,0,0.4251,3.052083333
シャード,BBBBB001404,202407,0,0,0
シャード,BBBBB001405,202407,0,0,0
シャード,BBBBB001406,202407,1,0.4251,2.2890625
シャード,BBBBB001407,202407,0,0,0.763020833
シャード,BBBBB001408,202407,1,0,0
シャード,BBBBB001409,202407,0,0,0
シャード,BBBBB001410,202407,0,0.6377,0
シャード,BBBBB001411,202407,0,0.2126,0
シャード,BBBBB001412,202407,0,0.2126,0
シャード,BBBBB001413,202407,0,0.4251,0
シャード,BBBBB001414,202407,0,0.6377,0.763020833
シャード,BBBBB001415,202407,1,0.4251,0
シャード,BBBBB001416,202407,0,0,0.763020833
シャード,BBBBB001417,202407,1,0.2126,0.763020833
シャード,BBBBB001418,202407,0,0.4251,1.526041667
シャード,BBBBB001419,202407,0,0.6377,0
シャード,BBBBB001420,202407,0,0.4251,0.763020833
シャード,BBBBB001421,202407,0,0.4251,0
シャード,BBBBB001422,202407,1,0.2126,0
シャード,BBBBB001423,202407,0,0.2126,1.526041667
シャード,BBBBB001424,202407,1,0,1.526041667
シャード,BBBBB001425,202407,1,0.6377,0.763020833
シャード,BBBBB001426,202407,0,0.2126,0.763020833
シャード,BBBBB001427,202407,1,1.0628,0.763020833
シャード,BBBBB001428,202407,0,0.2126,3.052083333
シャード,BBBBB001429,202407,0,0.4251,0.763020833
シャード,BBBBB001430,202407,0,1.0628,0.763020833
シャード,BBBBB001431,202407,0,0.4251,0.763020833
シャード,BBBBB001432,202407,0,0.4251,0
シャード,BBBBB001433,202407,0,0.4251,0
シャード,BBBBB001434,202407,0,1.7005,0
シャード,BBBBB001435,202407,0,0.8502,0
シャード,BBBBB001436,202407,0,0.4251,0
シャード,BBBBB001437,202407,0,0.6377,0
シャード,BBBBB001438,202407,0,0.6377,0
シャード,BBBBB001439,202407,0,0.4251,0
シャード,BBBBB001440,202407,0,1.4879,0
シャード,BBBBB001441,202407,0,0.6377,0
シャード,BBBBB001442,202407,0,0.6377,0
シャード,BBBBB001443,202407,0,2.7633,3.815104167
シャード,BBBBB001444,202407,0,0.8502,2.2890625
シャード,BBBBB001445,202407,0,1.2754,1.526041667
シャード,BBBBB001446,202407,0,0.4251,0
シャード,BBBBB001447,202407,0,0.8502,0
シャード,BBBBB001448,202407,0,2.7633,0
シャード,BBBBB001449,202407,0,0.8502,0
シャード,BBBBB001450,202407,0,0.8502,0
シャード,BBBBB001451,202407,0,0.6377,0
シャード,BBBBB001452,202407,0,1.2754,1.526041667
シャード,BBBBB001453,202407,0,2.7633,3.815104167
シャード,BBBBB001454,202407,0,0.8502,1.526041667
シャード,BBBBB001455,202407,0,1.2754,3.052083333
シャード,BBBBB001456,202407,0,1.4879,1.526041667
シャード,BBBBB001457,202407,0,1.0628,0
シャード,BBBBB001458,202407,0,0.8502,2.2890625
シャード,BBBBB001459,202407,0,2.1256,0
シャード,BBBBB001460,202407,0,1.2754,0
シャード,BBBBB001461,202407,0,3.401,0.763020833
シャード,BBBBB001462,202407,0,0,0.763020833
シャード,BBBBB001463,202407,0,0,1.526041667
シャード,BBBBB001464,202407,0,0,2.2890625
シャード,BBBBB001465,202407,0,0,0
シャード,BBBBB001466,202407,0,0,0
シャード,BBBBB001467,202407,0,0,0
シャード,BBBBB001468,202407,0,0.4251,0.763020833
シャード,BBBBB001469,202407,0,0,0
シャード,BBBBB001470,202407,0,0,0
